0,source,sink,preferential_attachment
7244,3343621,2357086,103200
7245,2077025,331202,50
7246,2898464,1690853,201626
7247,4021250,1577415,321130
7248,3969076,800636,116
7249,531097,4405928,57521
7250,4451262,3879251,4780
7251,4860911,4367253,15
7252,3072310,3984893,1905
7253,1799934,3506591,100200
7254,382319,877791,2405
7255,4012675,2668218,663156
7256,4331461,1281023,657
7257,1090435,4077826,9
7258,2426627,3601718,30800
7259,2396992,1324992,23798991
7260,1562347,3525598,127
7261,4746380,4836734,208640
7262,4297779,3925544,18620
7263,535535,3717096,184767
7264,4509053,2219472,4000
7265,3365804,4494976,1716
7266,3454547,4219994,49995
7267,993306,979651,3952
7268,3574860,2186671,826
7269,2856375,500323,3010
7270,1009005,666575,153
7271,3271526,3052347,5200
7272,4247313,3498070,880
7273,511382,2856504,3692
7274,1322754,204737,740
7275,2346396,837577,1480
7276,4336310,4612268,1349
7277,4315651,3785624,74
7278,4839668,694691,2420
7279,2809592,321658,25542
7280,1880891,629765,6591
7281,2778347,1545318,834
7282,4059979,3800469,1101
7283,1875999,2185623,2912
7284,1184795,4416976,245249664
7285,3115118,1940240,35682
7286,4593852,790570,114
7287,4217704,564778,196
7288,3924391,875755,21012
7289,24331,4390710,14696
7290,173252,4232456,45
7291,833087,2184928,6384
7292,1229102,3205997,44720
7293,618036,551440,5082
7294,3616108,1049816,1530
7295,4458047,1023691,21238
7296,273164,2908306,1350
7297,3400126,3005513,317915
7298,2904412,533756,45612
7299,230446,828938,107784
7300,1181005,4289384,2576
7301,1824220,2701022,1848
7302,10335,2891804,32
7303,2689774,3184726,122136
7304,1188268,4106850,411
7305,201083,1901352,2734
7306,2310283,3865942,12680
7307,2154673,2980471,247035
7308,575259,4811090,84
7309,4698904,4041024,6016
7310,2574465,1627953,2
7311,1957538,4712024,3888
7312,25991,3104971,813648
7313,2744189,3612614,1355
7314,4738810,3361899,159444
7315,1981545,3388216,42521
7316,363593,3807920,3930
7317,481729,145219,87398764
7318,4781298,4355015,2419
7319,2576039,666145,49226
7320,3974613,2794371,4360
7321,808593,2541572,260775
7322,4015521,280320,16704
7323,1816217,2726761,126546
7324,960468,841286,32130
7325,2844962,4109373,5134
7326,2629845,2385853,27496
7327,3082121,2660097,3276
7328,2118739,4079686,3162
7329,1806041,265346,447500
7330,3861672,3345257,1032
7331,1776036,4400983,397
7332,618151,4702057,42211
7333,1799854,1894490,2624
7334,2979980,4117610,55165
7335,3573637,4438496,7224
7336,2328147,3760539,212
7337,277167,2029176,207
7338,1073493,1877811,1332
7339,3167422,1464668,26660
7340,3424526,2302041,390590
7341,4149498,768770,233520
7342,1820544,2123719,792
7343,2343243,2845273,68689
7344,2645785,434504,8125
7345,2668405,1465973,6523
7346,4355040,4300156,45595
7347,35257,976548,26
7348,2867577,4160130,160
7349,4646595,2669768,1204
7350,3169688,3851959,5736
7351,4449837,3207160,1204886
7352,1613927,435124,4030
7353,2375281,1199470,84
7354,4745854,3099652,7368
7355,4588837,3079601,2928
7356,4362368,2110059,10602
7357,1153387,3471123,442
7358,1583910,1011797,2640
7359,1413715,1403971,28848400
7360,2359835,2199389,290
7361,2263331,4382980,2716
7362,3594514,2805603,261942
7363,1930131,4593695,465
7364,3442718,3078305,5487
7365,4469906,4375073,82993
7366,627736,2994390,1140
7367,4271889,1870479,256
7368,3004309,2769868,275
7369,1105152,4798391,19026
7370,54323,2991213,1860
7371,4531017,369374,267
7372,2109677,1615233,1278
7373,1294922,4165681,1152
7374,2980915,4193279,76
7375,4498672,1135915,228672
7376,79235,227929,2392
7377,514792,2674769,3596
7378,3039452,2029542,348390
7379,3464177,1994290,14798
7380,922843,732022,101105
7381,3312816,209191,47844
7382,4238322,1690853,51097
7383,2746308,3655865,38720
7384,1241225,2057832,3570
7385,4579867,3061039,562
7386,3184222,2089075,5588
7387,3117644,3958664,316680
7388,2571849,1338854,6231
7389,397147,2922523,183
7390,1991082,1412002,742000
7391,4208543,4653905,44900
7392,2198101,3837950,85
7393,3391332,3980504,2153
7394,3451580,3788981,11102
7395,3013904,3916638,77568
7396,1627413,2906761,79590
7397,1020502,1038552,308
7398,1587251,2603193,898
7399,1499536,2227131,14155
7400,1661049,314338,15762
7401,1842042,4403172,5910
7402,1529095,190727,4848
7403,4287735,20388,78553671
7404,330307,4186714,3468
7405,2316167,997169,224119
7406,834745,2914424,1026
7407,1108983,948312,360
7408,1758711,1119502,9676
7409,1164538,3997869,42661
7410,1468298,1126130,417780
7411,1554976,1212380,65649
7412,2788582,1287168,428400
7413,3017354,2328154,606
7414,17407,1981367,76
7415,3882646,2437823,95226
7416,1507561,284918,1394
7417,2417793,1840412,339416
7418,881583,2582486,138958
7419,1031894,2670210,34398
7420,1449069,4760485,9576
7421,2778347,2500112,25437
7422,4700499,2769551,25320
7423,2392701,1926169,52668
7424,1081527,364323,167
7425,214935,375251,6398
7426,4582255,2341529,1260
7427,1171444,1571634,2005
7428,2924614,2179853,735
7429,2652464,4472810,22555
7430,2073363,4579178,1566
7431,1243438,3163114,1414
7432,1759983,3181130,28
7433,2093176,3911294,3600
7434,4867046,3099652,98240
7435,4372393,4027799,415
7436,831775,4399366,136
7437,4545476,1869658,1132651
7438,3037471,888301,456
7439,2900789,2763386,52683
7440,1167936,1509276,413600
7441,118155,2666855,4480
7442,3320928,3733760,234757
7443,3699626,3321350,95
7444,896751,3353876,53055
7445,3909083,1394428,362525
7446,3261150,4611469,270
7447,1546131,1007487,8580
7448,3507219,4847196,5584585
7449,1619329,3378483,18161154
7450,3756359,4796305,894
7451,658533,4636019,1610
7452,215846,2187451,765
7453,2429961,584539,102
7454,1234482,155667,84
7455,3283006,1409065,780
7456,2256714,3292894,1372
7457,2451559,2926541,133100
7458,3691139,3748121,1980
7459,505081,4321405,28215
7460,4798911,60391,40560
7461,4479195,3553485,4773960
7462,1925995,4289475,2420
7463,3253302,814362,1354896
7464,4211984,4137850,1002330
7465,3747406,1781554,420
7466,657670,3712498,62700
7467,4358141,1728243,1892
7468,1765794,1427083,9504
7469,2690984,82098,208
7470,768897,431384,35144
7471,82872,3022811,83
7472,551741,3538791,258216
7473,4553290,359984,438
7474,1922669,771156,4928
7475,3576233,3798702,3002
7476,2978385,3999495,27279
7477,1424998,17507,5500
7478,457270,3063353,5
7479,187794,2804847,18620
7480,3841408,1749281,2365
7481,617956,2835530,6028550
7482,568483,1887932,3468
7483,2939219,2615043,271437
7484,814749,2650898,34587
7485,2708096,977122,461270
7486,960468,1607011,53805
7487,557274,1434532,24274
7488,1479098,1913301,16060
7489,4407161,4601408,7964
7490,128649,408797,14337
7491,2564846,147508,176
7492,2502650,4119512,268355
7493,1391487,2503691,22348
7494,2756140,2522192,21700
7495,418036,1525155,128843
7496,4238490,4720208,39424
7497,2753624,3100376,185949
7498,1851003,3149300,84
7499,4577645,2961319,790030
7500,4033899,3887037,12915825
7501,1566693,2573878,94523
7502,4608135,3000079,39480
7503,1129376,2032252,351000
7504,3086708,4382315,215785
7505,610208,4598421,383645
7506,3999272,1466089,1188
7507,3111617,3033441,2238111
7508,125872,324401,80487
7509,1353980,707976,384
7510,1060441,1989295,122
7511,987442,1763327,13251940
7512,2519600,800183,63304
7513,1763327,3029612,3058140
7514,2830042,2374378,9512
7515,2680868,1271630,3376514
7516,3762858,3816771,16
7517,3734689,4589898,36570
7518,1149712,3750984,19800
7519,4163893,1141542,601250
7520,3521276,3081819,1118208
7521,1366960,1840412,80388
7522,4687420,2616321,290601
7523,3434769,1214306,1066
7524,2943225,3192704,1266
7525,4360409,2339836,279
7526,2242211,1144375,82179
7527,2617331,163021,113487
7528,4788000,4534135,105
7529,4492077,1620635,13050
7530,3246872,149670,1938
7531,200983,1959481,5925
7532,2973371,816934,92672
7533,3051327,1618091,314640
7534,4307352,3086570,117607
7535,241662,2194084,337744
7536,3807108,2613012,15066
7537,3819765,1408290,1988
7538,2972092,2464279,80388
7539,46090,4403741,89466
7540,3267663,3411848,31896
7541,2832606,4517865,23028
7542,652025,2696164,453
7543,4014664,508499,1770
7544,4345777,2746308,529760
7545,2105491,2472584,161007
7546,2213240,650920,2420
7547,2346319,2287328,2795850
7548,750082,1953221,7872
7549,1450478,2324352,69629
7550,2514245,1487931,496908
7551,1708022,2956481,12913110
7552,4862131,511249,1150
7553,2210532,3790834,820
7554,4275718,1569262,3504924
7555,4178932,140335,23980
7556,518447,524247,303
7557,597359,3549639,10835
7558,486323,2890172,7742
7559,2497165,604733,11872
7560,49037,695244,210105
7561,2395200,4692825,424228
7562,1795222,3038110,16048
7563,2289353,319713,7049
7564,3206172,2554345,4320
7565,2947167,4774423,11979
7566,922862,939455,19
7567,2988392,3926236,50468
7568,765256,916825,2868
7569,2226272,2749135,19665
7570,3064302,776412,710784
7571,4329998,3553811,30738
7572,4280045,4186974,116
7573,1208451,1229981,1950
7574,3581239,2775302,74404
7575,2352507,1023339,31356
7576,4080623,2959000,70784
7577,234146,2859521,18810
7578,3380223,1472708,24412
7579,1663373,4113560,12305
7580,1769343,1434952,1920
7581,2438600,4202071,159890
7582,2740141,3711597,2012868
7583,416849,3649376,8512
7584,2901888,4181529,2990
7585,511493,2217627,990
7586,3020252,3804237,138400
7587,2739333,2740141,4638348
7588,2525375,3413319,35190
7589,4400710,4394409,26894
7590,2499150,2509162,10400
7591,1024195,231834,5730
7592,4834481,2580801,204
7593,3756359,2740141,26079768
7594,2648077,3936978,7344
7595,3912764,1921503,1922988
7596,4053197,4033314,2212
7597,3504235,2231284,1998
7598,685366,4114911,1152
7599,2469227,3621497,35991
7600,1240780,1242254,9158
7601,826247,254788,6106
7602,584314,4711180,3840
7603,3693450,102859,63036
7604,4582255,4652297,252
7605,274866,4285628,2310
7606,624193,1579084,952
7607,2076051,3632614,312
7608,3981437,3255898,307
7609,3436307,3341359,1403
7610,1122560,2857376,46781
7611,1506690,861508,3780
7612,829318,265213,158
7613,4603631,4422390,934086
7614,2454722,417858,467601
7615,3643405,3208609,4760
7616,3716495,1783879,910250
7617,3896233,3567002,21150
7618,1607510,3402178,103306
7619,4525988,766848,567
7620,2638828,4219994,246339
7621,2560718,1085138,11775
7622,1961152,917071,1265
7623,4843952,2194084,79184
7624,3895289,446199,2176
7625,2253326,3247490,48433
7626,3438286,826789,2970
7627,4136953,3827622,149990
7628,1053835,3236322,2378142
7629,2309007,532161,1300
7630,293995,3750222,14920
7631,2364188,75101,24084
7632,253647,3732501,2390
7633,2501967,435189,342790
7634,856088,2993649,4530
7635,2778926,3162569,113240
7636,88008,148196,416
7637,1298294,4080369,28798
7638,1105588,4379660,1325
7639,821064,3539009,119004
7640,657165,547680,1524
7641,960790,212805,1158329
7642,361367,4208957,5453532
7643,3274945,4663806,589237
7644,959671,1324992,15010152
7645,340958,3840042,660
7646,2894146,3748872,2065
7647,3169688,577106,3585
7648,2086863,3539009,458292
7649,112507,1732481,165656
7650,3491166,1012507,2125
7651,4552655,2424345,22185
7652,259414,1429668,38378
7653,4473991,4180743,11376
7654,1379792,3712498,72900
7655,268979,4013290,604
7656,1909154,2057013,60905544
7657,1086861,3367076,204
7658,911200,2642880,345696
7659,813205,3506371,2268
7660,2216098,3602656,84
7661,4180588,3840476,111150
7662,770373,1038399,98892
7663,2337068,1291295,45024
7664,894855,4845775,135114
7665,1659691,3215557,2856
7666,1863714,1287198,3315
7667,4434718,67051,73
7668,696805,1176135,3332
7669,4787959,1917894,221976
7670,4087421,4146791,200032
7671,333819,2784221,455952
7672,3827405,2269002,11571
7673,2250754,473130,68672
7674,4260998,772810,240
7675,490929,2964892,26160
7676,2256714,1653483,784
7677,4087421,1053478,32
7678,3538278,2544271,270572
7679,1629964,1121330,21606
7680,3544472,1483929,3165
7681,2456933,1081087,76128
7682,2091599,1447709,43665
7683,2562756,3803772,41
7684,3833955,1076450,19624
7685,2132206,2198190,26712
7686,2878153,1465125,79230
7687,2520432,4492954,635778
7688,4840341,4830883,13840
7689,1348730,2391983,3616
7690,1453814,635208,263886
7691,1288900,2075755,2304
7692,2602975,1985024,13932
7693,46090,1963656,25389
7694,168394,827488,348
7695,720811,3665947,2067
7696,1097937,2975625,26010
7697,220956,265346,120000
7698,3848441,2271248,924
7699,1372390,2625237,5130
7700,231743,3177976,139725
7701,3796816,4152062,170
7702,1097755,2928085,1533
7703,3700084,1695323,728
7704,4858294,1140022,462
7705,2833873,470451,6525
7706,2290078,2858621,7936
7707,3433120,3902334,273917
7708,2324390,3845595,128904
7709,907892,3547359,10360
7710,3333959,3556089,1900
7711,54980,3427691,7656
7712,1003515,3358147,1261932
7713,3568081,4208957,3942414
7714,2587645,717002,350811
7715,416849,3578368,78400
7716,13421,3246834,12111
7717,3375624,96015,28
7718,2342205,4184162,215883
7719,388001,419281,2375
7720,4117104,4826342,48124
7721,4633577,1133681,50976
7722,2258534,2786523,900
7723,3257884,4241025,16458
7724,3613990,4244133,835
7725,3656282,2596106,8834
7726,1297961,2908622,771
7727,477326,3657957,108
7728,1169326,3246139,12390366
7729,128611,2097303,45570
7730,598949,274948,13670
7731,4177607,225703,3600
7732,179860,885516,5400
7733,3201449,2779640,4464
7734,221788,2810489,4984
7735,2321849,1659453,12204
7736,3960835,4059793,27606
7737,3521462,1339061,46004
7738,399565,1816312,76242
7739,3246577,437100,2900
7740,3134865,859419,912
7741,4620255,3883024,13454
7742,105323,2182305,147392
7743,2433713,4223666,6885
7744,3151400,1535023,1449
7745,2163240,4800435,107172
7746,4532809,34481,2052
7747,1988566,2281905,10768596
7748,2923058,3978318,240
7749,662687,2701676,126412
7750,2658637,2513443,231
7751,4367141,631756,576
7752,3564746,4040810,32
7753,4660907,2572090,4230
7754,1832008,2050979,4554
7755,659891,2118332,12348
7756,2975979,4064574,341425
7757,548436,1785218,1840
7758,4743928,1628324,3406
7759,3101181,2220556,23886
7760,1938140,1274435,2120
7761,1058049,1691441,636
7762,3564511,2014636,190
7763,447652,3084711,62
7764,2876554,700633,234
7765,785876,1590882,1664
7766,3213642,149046,5367
7767,2911672,3427206,880
7768,3282004,1139433,194610
7769,3761918,2927249,4236
7770,4527149,516481,486675
7771,572788,2900789,38964
7772,2955614,1703612,9825
7773,3492398,415969,138
7774,1145892,1300303,2920
7775,4554838,4353595,3281
7776,3781568,2422452,76896
7777,4497453,2622443,13770
7778,2235279,3739363,6408
7779,2908689,1832869,180
7780,3293064,3681165,498576
7781,3593124,478253,104
7782,362148,1175042,444
7783,4820945,1158978,294800
7784,1269074,2882556,740540
7785,4233966,929864,10668
7786,44172,2836345,1128
7787,1823320,2165506,17271
7788,4803678,386358,410400
7789,2996892,3271561,96120
7790,1596108,3028834,24451
7791,3225341,134541,1881
7792,2520417,2480532,351936
7793,1681244,1196225,132992
7794,2277901,4817630,515
7795,4606553,3462961,1170
7796,680757,2861986,137994
7797,3024134,494069,4769
7798,1921503,3105073,1984872
7799,249367,2437242,29052
7800,1757747,3543140,11240
7801,4373173,2349875,16
7802,504010,3874148,58
7803,795918,2833512,204500
7804,243742,4179382,46
7805,2136159,108320,307857
7806,3876498,1839162,6264
7807,2513909,1424720,1391478
7808,3391673,2753336,11556
7809,996054,3324748,64700
7810,2635700,623866,1920
7811,1105301,4270949,156003
7812,1173860,1761157,6
7813,1864857,4194619,1066
7814,4786076,4397666,105
7815,4508173,4027613,504
7816,564857,3584952,644692
7817,2740992,3372240,10700
7818,4559064,1548770,3519
7819,2092343,3901275,2838
7820,2999435,440535,3402
7821,2794502,1305947,93756
7822,4716010,830818,59501
7823,4617909,960693,1254
7824,3774984,786883,1946
7825,3562448,4738796,51
7826,2704413,2668962,560
7827,1924643,235781,428
7828,3960835,1705729,5457
7829,3972569,3833955,49506
7830,3123328,913050,3306
7831,2143597,653633,61880
7832,1309584,2146403,18650
7833,3138356,2997173,29290
7834,1756932,255712,140
7835,3650940,2455700,2992
7836,1069812,171239,472
7837,4596790,2528448,1554
7838,2086863,4610349,193851
7839,2134280,1383415,228800
7840,3294231,2601197,6324
7841,478181,1751608,895
7842,2654769,2967494,8723
7843,90348,908780,19690
7844,3296938,2017929,846
7845,3822678,2783695,835312
7846,4009500,3458,77868
7847,1918826,2019650,802400
7848,3954983,2594078,41756
7849,1974950,3037728,5368
7850,735033,1003431,213
7851,4604159,1986865,9430
7852,2677271,4433211,260
7853,2865811,2628408,9259920
7854,2772206,285285,12452
7855,3300795,4754308,1116
7856,1789411,3996857,1271
7857,835502,3353466,22022
7858,531010,1702681,15280
7859,1758644,4240849,4704
7860,3154341,4864090,654
7861,3216829,4739396,185
7862,288298,4433179,147
7863,1687914,4861241,274060
7864,1183542,3884589,39762
7865,1535938,981308,2240
7866,2179856,1784682,5746
7867,2329336,1488408,85176
7868,1004998,3008633,14036
7869,4292562,182524,118753
7870,3859743,2990904,186
7871,1204777,932451,37142
7872,2520432,306210,970398
7873,1111528,4573775,350
7874,938805,1047976,794
7875,4163893,4798226,137085
7876,4589904,2765631,3621
7877,457419,5161,139040
7878,3955955,653008,393
7879,2251224,4844215,561978
7880,4669110,4561393,17570
7881,4488248,2816166,36
7882,1790470,2861149,37583
7883,3148813,1700377,5060
7884,2169549,3345384,511840
7885,1533756,2790517,12698
7886,1550650,3106296,833
7887,1594009,3433918,14745
7888,4504317,3849993,127434
7889,1863714,1698207,6240
7890,974849,2540673,690
7891,2156564,4134683,260015
7892,3328771,1591738,17680
7893,3854370,336747,4959
7894,844774,2326980,2860
7895,1954387,332547,12805
7896,213673,1840412,145464
7897,4617225,4605649,426
7898,1641756,13570,530
7899,1601895,3992611,137673
7900,1257453,4032095,123664
7901,3573637,3600159,7568
7902,3999721,1375622,272356
7903,4816159,1826444,1505
7904,3397529,729545,19647
7905,1183618,1680423,39
7906,2932022,98320,1641
7907,4632900,1287821,86104
7908,1061696,973683,47433
7909,2137843,3691315,33252
7910,408923,3933545,9500
7911,885070,3053227,900280
7912,711162,4760464,9751
7913,2751843,1690853,167101
7914,4211485,952617,195120
7915,2254067,4267757,3774
7916,1694446,940383,49005
7917,3375624,1327701,28
7918,651334,782127,50032
7919,182056,1254152,217
7920,1784879,3380424,41580
7921,3608972,4009155,368
7922,947152,138712,864
7923,4483933,1940176,248820
7924,1184959,2982500,25
7925,2481368,4248755,6230
7926,4208957,4358142,25326
7927,4700706,2477051,2802
